name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres,cluster,cluster_name
Skid-Dat-De-Dat,0.664,0.151,-13.342,0.0482,0.968,0.0227,0.0851,0.608,121.883,new orleans jazz,2,Chill / Soft
I'm Not Rough,0.61,0.39,-8.693,0.13,0.794,0.556,0.109,0.528,102.235,new orleans jazz,2,Chill / Soft
Droppin' Shucks,0.579,0.295,-9.23,0.133,0.993,0.145,0.24,0.766,176.622,new orleans jazz,2,Chill / Soft
Ory's Creole Trombone,0.709,0.52,-8.295,0.119,0.956,0.775,0.769,0.961,101.64,new orleans jazz,1,Rap / Spoken
Skid-Dat-De-Dat,0.668,0.151,-13.342,0.0482,0.968,0.0224,0.0851,0.609,122.072,new orleans jazz,2,Chill / Soft
Don't Jive Me,0.615,0.354,-12.111,0.0778,0.931,0.796,0.296,0.935,175.153,new orleans jazz,2,Chill / Soft
"Come Back, Sweet Papa",0.775,0.302,-10.082,0.125,0.916,0.538,0.0369,0.925,99.515,new orleans jazz,2,Chill / Soft
Got No Blues,0.686,0.269,-9.795,0.308,0.918,0.79,0.0702,0.832,143.971,new orleans jazz,2,Chill / Soft
Hotter Than That,0.795,0.425,-9.428,0.0632,0.891,0.283,0.233,0.92,108.781,new orleans jazz,0,Party / Energetic
Cornet Chop Suey,0.613,0.167,-16.608,0.0967,0.995,0.868,0.164,0.725,88.744,new orleans jazz,2,Chill / Soft
Oriental Strut,0.54,0.254,-11.859,0.0823,0.995,0.493,0.175,0.473,183.916,new orleans jazz,2,Chill / Soft
Oriental Strut,0.537,0.157,-15.465,0.106,0.996,0.844,0.242,0.521,175.949,new orleans jazz,2,Chill / Soft
Put 'Em Down Blues,0.715,0.404,-10.592,0.0936,0.922,0.0131,0.175,0.871,101.018,new orleans jazz,2,Chill / Soft
I'm Not Rough,0.617,0.39,-8.693,0.13,0.794,0.556,0.109,0.53,102.556,new orleans jazz,2,Chill / Soft
Struttin' with Some Barbecue - 78 rpm Version,0.74,0.319,-8.707,0.119,0.931,0.869,0.0507,0.89,95.699,new orleans jazz,2,Chill / Soft
Heebie Jeebies,0.671,0.341,-9.597,0.0894,0.984,2.68e-05,0.143,0.626,164.49,new orleans jazz,2,Chill / Soft
Big Butter And Egg Man,0.656,0.295,-10.598,0.0882,0.994,0.0377,0.111,0.846,98.965,new orleans jazz,2,Chill / Soft
Put 'Em Down Blues,0.61,0.393,-11.365,0.134,0.924,0.0115,0.182,0.88,95.215,new orleans jazz,2,Chill / Soft
The King of the Zulus,0.596,0.252,-9.836,0.179,0.994,0.489,0.406,0.54,166.735,new orleans jazz,2,Chill / Soft
Lonesome Blues,0.536,0.115,-16.693,0.041,0.995,0.00176,0.105,0.313,78.728,new orleans jazz,2,Chill / Soft
Jazz Lips,0.614,0.196,-14.019,0.427,0.995,0.892,0.0526,0.899,201.119,new orleans jazz,2,Chill / Soft
West End Blues,0.576,0.234,-11.531,0.0537,0.968,0.646,0.0829,0.322,83.026,new orleans jazz,2,Chill / Soft
You Made Me Love You,0.712,0.331,-10.021,0.0686,0.994,0.0274,0.112,0.707,98.211,new orleans jazz,2,Chill / Soft
Sunset Cafe Stomp,0.819,0.366,-9.257,0.0846,0.992,0.048,0.0995,0.943,106.524,new orleans jazz,0,Party / Energetic
Ory's Creole Trombone,0.677,0.493,-9.078,0.131,0.959,0.82,0.757,0.963,104.383,new orleans jazz,2,Chill / Soft
Muskrat Ramble,0.665,0.366,-9.064,0.212,0.982,0.666,0.0763,0.854,183.755,new orleans jazz,2,Chill / Soft
Hotter Than That,0.791,0.401,-10.28,0.0864,0.931,0.567,0.193,0.928,107.604,new orleans jazz,2,Chill / Soft
Once In a While,0.757,0.328,-9.365,0.0679,0.866,0.829,0.0436,0.738,100.939,new orleans jazz,2,Chill / Soft
Jazz Lips,0.802,0.383,-11.351,0.0906,0.937,0.23,0.129,0.96,107.059,new orleans jazz,2,Chill / Soft
Got No Blues,0.683,0.254,-10.63,0.337,0.922,0.851,0.067,0.841,142.575,new orleans jazz,2,Chill / Soft
Sweet Little Papa,0.61,0.215,-13.863,0.363,0.996,0.892,0.16,0.818,180.075,new orleans jazz,2,Chill / Soft
Irish Black Bottom,0.73,0.389,-12.072,0.0723,0.876,3.99e-06,0.123,0.925,99.4,new orleans jazz,2,Chill / Soft
Heebie Jeebies,0.671,0.341,-9.597,0.0894,0.984,2.68e-05,0.143,0.626,164.49,new orleans jazz,2,Chill / Soft
Ory's Creole Trombone,0.673,0.485,-9.404,0.133,0.958,0.699,0.85,0.961,102.758,new orleans jazz,1,Rap / Spoken
The Last Time,0.731,0.249,-11.251,0.0919,0.932,0.0219,0.112,0.832,78.711,new orleans jazz,2,Chill / Soft
The King of the Zulus,0.596,0.252,-9.836,0.179,0.994,0.489,0.406,0.54,166.735,new orleans jazz,2,Chill / Soft
Cornet Chop Suey,0.564,0.265,-10.21,0.294,0.995,0.291,0.0659,0.739,189.522,new orleans jazz,2,Chill / Soft
I'm Gonna Gitcha,0.757,0.382,-9.945,0.0779,0.984,0.00211,0.127,0.907,101.399,new orleans jazz,2,Chill / Soft
Big Butter And Egg Man,0.61,0.18,-15.011,0.0941,0.996,0.438,0.144,0.786,96.489,new orleans jazz,2,Chill / Soft
Struttin' with Some Barbecue - 78 rpm Version,0.75,0.329,-7.91,0.109,0.934,0.865,0.0478,0.887,96.055,new orleans jazz,2,Chill / Soft
Sunset Cafe Stomp,0.748,0.164,-15.883,0.228,0.996,0.641,0.154,0.913,99.143,new orleans jazz,2,Chill / Soft
Skid-Dat-De-Dat,0.676,0.0337,-19.827,0.054,0.996,0.74,0.114,0.551,114.371,new orleans jazz,2,Chill / Soft
You Made Me Love You,0.562,0.162,-15.236,0.197,0.996,0.119,0.0944,0.683,186.162,new orleans jazz,2,Chill / Soft
Basin Street Blues,0.578,0.169,-12.513,0.0513,0.822,7.56e-05,0.851,0.369,109.418,new orleans jazz,2,Chill / Soft
Don't Forget To Mess Around,0.65,0.324,-11.704,0.0726,0.995,0.218,0.0676,0.766,101.437,new orleans jazz,2,Chill / Soft
Fireworks,0.786,0.39,-10.34,0.102,0.983,0.893,0.0526,0.899,117.542,new orleans jazz,2,Chill / Soft
Jazz Lips,0.809,0.349,-11.797,0.103,0.965,0.655,0.162,0.958,107.197,new orleans jazz,2,Chill / Soft
Muskrat Ramble,0.665,0.366,-9.064,0.212,0.982,0.666,0.0763,0.854,183.755,new orleans jazz,2,Chill / Soft
Jazz Lips,0.809,0.349,-11.797,0.103,0.965,0.655,0.162,0.958,107.197,new orleans jazz,2,Chill / Soft
Basin Street Blues,0.578,0.169,-12.513,0.0513,0.822,7.56e-05,0.851,0.369,109.418,new orleans jazz,2,Chill / Soft
Struttin' with Some Barbecue - 78 rpm Version,0.75,0.329,-7.91,0.109,0.934,0.865,0.0478,0.887,96.055,new orleans jazz,2,Chill / Soft
Struttin' with Some Barbecue - 78 rpm Version,0.747,0.278,-10.137,0.149,0.959,0.848,0.0534,0.909,96.085,new orleans jazz,2,Chill / Soft
Don't Forget To Mess Around,0.65,0.324,-11.704,0.0726,0.995,0.218,0.0676,0.766,101.437,new orleans jazz,2,Chill / Soft
Struttin' with Some Barbecue - 78 rpm Version,0.747,0.278,-10.137,0.149,0.959,0.848,0.0534,0.909,96.085,new orleans jazz,2,Chill / Soft
Hotter Than That,0.791,0.401,-10.28,0.0864,0.931,0.567,0.193,0.928,107.604,new orleans jazz,2,Chill / Soft
West End Blues,0.576,0.234,-11.531,0.0537,0.968,0.646,0.0829,0.322,83.026,new orleans jazz,2,Chill / Soft
Fireworks,0.786,0.39,-10.34,0.102,0.983,0.893,0.0526,0.899,117.542,new orleans jazz,2,Chill / Soft
Ory's Creole Trombone,0.673,0.485,-9.404,0.133,0.958,0.699,0.85,0.961,102.758,new orleans jazz,1,Rap / Spoken
Irish Black Bottom,0.714,0.181,-15.321,0.229,0.996,0.438,0.358,0.797,92.418,new orleans jazz,2,Chill / Soft
Cornet Chop Suey,0.564,0.265,-10.21,0.294,0.995,0.291,0.0659,0.739,189.522,new orleans jazz,2,Chill / Soft
I'm Not Rough,0.718,0.37,-9.664,0.161,0.824,0.706,0.119,0.539,101.563,new orleans jazz,2,Chill / Soft
I'm Not Rough,0.718,0.37,-9.664,0.161,0.824,0.706,0.119,0.539,101.563,new orleans jazz,2,Chill / Soft
Jazz Lips,0.802,0.383,-11.351,0.0906,0.937,0.23,0.129,0.96,107.059,new orleans jazz,2,Chill / Soft
Struttin' with Some Barbecue - 78 rpm Version,0.724,0.295,-8.59,0.113,0.995,0.921,0.106,0.582,97.628,new orleans jazz,2,Chill / Soft
Muskrat Ramble,0.713,0.316,-9.577,0.0766,0.996,0.852,0.0534,0.869,174.84,new orleans jazz,2,Chill / Soft
Skid-Dat-De-Dat,0.492,0.0967,-12.469,0.0605,0.996,0.825,0.107,0.557,61.314,new orleans jazz,2,Chill / Soft
Gut Bucket Blues,0.638,0.258,-10.875,0.0756,0.996,0.856,0.104,0.734,138.65,new orleans jazz,2,Chill / Soft
Cornet Chop Suey,0.576,0.267,-10.664,0.11,0.995,0.881,0.157,0.732,179.979,new orleans jazz,2,Chill / Soft
Got No Blues,0.666,0.219,-10.34,0.15,0.995,0.922,0.173,0.811,145.874,new orleans jazz,2,Chill / Soft
The Last Time,0.729,0.269,-9.03,0.0991,0.995,0.82,0.448,0.709,79.694,new orleans jazz,2,Chill / Soft
Hotter Than That,0.757,0.338,-9.264,0.132,0.995,0.903,0.124,0.846,108.481,new orleans jazz,2,Chill / Soft
I'm Not Rough,0.611,0.32,-10.312,0.0703,0.993,0.732,0.199,0.629,106.222,new orleans jazz,2,Chill / Soft
Heebie Jeebies,0.744,0.237,-10.489,0.0861,0.996,0.446,0.113,0.621,77.855,new orleans jazz,2,Chill / Soft
Ory's Creole Trombone,0.699,0.368,-9.173,0.107,0.994,0.889,0.416,0.939,98.849,new orleans jazz,2,Chill / Soft
Basin Street Blues,0.579,0.164,-12.434,0.051,0.811,2.95e-05,0.862,0.366,109.72,new orleans jazz,2,Chill / Soft
Hotter Than That,0.782,0.409,-10.191,0.0676,0.894,0.278,0.309,0.907,106.03,new orleans jazz,0,Party / Energetic
West End Blues,0.588,0.207,-12.622,0.0553,0.971,0.66,0.0823,0.365,83.716,new orleans jazz,2,Chill / Soft
I'm Not Rough,0.607,0.36,-9.751,0.163,0.802,0.441,0.144,0.519,101.901,new orleans jazz,2,Chill / Soft
A Monday Date,0.8,0.337,-11.512,0.456,0.963,0.00277,0.0721,0.698,117.917,new orleans jazz,1,Rap / Spoken
Savoy Blues,0.794,0.269,-10.719,0.0482,0.949,0.68,0.0629,0.747,128.424,new orleans jazz,2,Chill / Soft
Fireworks,0.796,0.397,-9.771,0.0846,0.979,0.843,0.0664,0.871,117.474,new orleans jazz,2,Chill / Soft
Skip the Gutter,0.682,0.196,-13.627,0.0796,0.944,0.69,0.107,0.569,122.62,new orleans jazz,2,Chill / Soft
Don't Jive Me,0.616,0.391,-10.491,0.0787,0.926,0.808,0.172,0.934,176.146,new orleans jazz,2,Chill / Soft
I'm Not Rough,0.644,0.272,-12.906,0.0774,0.993,0.8,0.151,0.608,103.509,new orleans jazz,2,Chill / Soft
Sugar Foot Strut,0.615,0.381,-10.904,0.411,0.96,0.0912,0.0899,0.885,182.841,new orleans jazz,2,Chill / Soft
Basin Street Blues,0.569,0.122,-12.82,0.0475,0.99,0.516,0.366,0.408,108.916,new orleans jazz,2,Chill / Soft
Two Deuces,0.703,0.228,-11.584,0.112,0.942,0.213,0.0632,0.453,84.776,new orleans jazz,2,Chill / Soft
Ain't Misbehavin',0.683,0.164,-12.836,0.107,0.988,0.0342,0.513,0.334,121.418,new orleans jazz,2,Chill / Soft
Struttin' with Some Barbecue - 78 rpm Version,0.75,0.329,-7.91,0.109,0.934,0.865,0.0478,0.887,96.055,new orleans jazz,2,Chill / Soft
Jazz Lips,0.802,0.383,-11.351,0.0906,0.937,0.23,0.129,0.96,107.059,new orleans jazz,2,Chill / Soft
Heebie Jeebies,0.671,0.341,-9.597,0.0894,0.984,2.68e-05,0.143,0.626,164.49,new orleans jazz,2,Chill / Soft
Basin Street Blues,0.578,0.169,-12.513,0.0513,0.822,7.56e-05,0.851,0.369,109.418,new orleans jazz,2,Chill / Soft
Ory's Creole Trombone,0.673,0.485,-9.404,0.133,0.958,0.699,0.85,0.961,102.758,new orleans jazz,1,Rap / Spoken
The King of the Zulus,0.596,0.252,-9.836,0.179,0.994,0.489,0.406,0.54,166.735,new orleans jazz,2,Chill / Soft
West End Blues,0.576,0.234,-11.531,0.0537,0.968,0.646,0.0829,0.322,83.026,new orleans jazz,2,Chill / Soft
Muskrat Ramble,0.665,0.366,-9.064,0.212,0.982,0.666,0.0763,0.854,183.755,new orleans jazz,2,Chill / Soft
Yes! I'm in the Barrel,0.763,0.242,-10.733,0.0697,0.996,0.25,0.117,0.786,146.962,new orleans jazz,2,Chill / Soft
Muskrat Ramble,0.666,0.336,-10.138,0.222,0.982,0.733,0.0789,0.85,183.833,new orleans jazz,2,Chill / Soft
"Come Back, Sweet Papa",0.783,0.3,-10.066,0.13,0.915,0.478,0.0288,0.925,99.102,new orleans jazz,2,Chill / Soft
Droppin' Shucks,0.583,0.288,-9.204,0.123,0.993,0.109,0.206,0.768,177.647,new orleans jazz,2,Chill / Soft
Heebie Jeebies,0.671,0.324,-10.637,0.106,0.983,8.34e-05,0.143,0.57,164.628,new orleans jazz,2,Chill / Soft
Don't Forget To Mess Around,0.631,0.347,-11.102,0.0601,0.992,0.0136,0.0889,0.784,101.803,new orleans jazz,2,Chill / Soft
My Heart,0.692,0.467,-7.237,0.0897,0.985,0.0965,0.091,0.827,97.858,new orleans jazz,0,Party / Energetic
Georgia Grind,0.73,0.213,-14.635,0.0554,0.897,0.0,0.152,0.706,140.34,new orleans jazz,2,Chill / Soft
You're Next,0.625,0.223,-11.825,0.0577,0.985,0.0255,0.111,0.495,125.495,new orleans jazz,2,Chill / Soft
Who'sit,0.724,0.335,-10.4,0.0411,0.993,0.71,0.0691,0.867,106.338,new orleans jazz,2,Chill / Soft
Cornet Chop Suey,0.622,0.287,-9.342,0.153,0.995,0.163,0.0671,0.751,94.987,new orleans jazz,2,Chill / Soft
The King of the Zulus,0.595,0.257,-9.774,0.215,0.994,0.335,0.411,0.565,166.855,new orleans jazz,2,Chill / Soft
Yes! I'm in the Barrel,0.751,0.282,-9.918,0.0697,0.995,0.000778,0.106,0.77,154.265,new orleans jazz,2,Chill / Soft
Oriental Strut,0.541,0.258,-11.838,0.0865,0.995,0.614,0.16,0.451,183.702,new orleans jazz,2,Chill / Soft
Gut Bucket Blues,0.573,0.295,-10.096,0.0525,0.988,0.000139,0.0784,0.678,146.336,new orleans jazz,2,Chill / Soft
Skid-Dat-De-Dat,0.672,0.146,-13.417,0.0472,0.97,0.0182,0.101,0.607,122.127,new orleans jazz,2,Chill / Soft
I'm Gonna Gitcha,0.551,0.343,-11.366,0.118,0.949,2.44e-05,0.158,0.913,203.051,new orleans jazz,2,Chill / Soft
Lonesome Blues,0.594,0.188,-12.796,0.0406,0.987,0.0,0.104,0.294,83.759,new orleans jazz,2,Chill / Soft
Jazz Lips,0.801,0.341,-12.395,0.0927,0.938,0.15,0.15,0.962,107.101,new orleans jazz,2,Chill / Soft
Sweet Little Papa,0.597,0.337,-10.079,0.136,0.989,0.842,0.106,0.9,187.665,new orleans jazz,2,Chill / Soft
Big Fat Ma and Skinny Pa,0.596,0.341,-10.838,0.271,0.995,0.0929,0.69,0.786,170.338,new orleans jazz,1,Rap / Spoken
I'm Gonna Gitcha,0.757,0.382,-9.945,0.0779,0.984,0.00211,0.127,0.907,101.399,new orleans jazz,2,Chill / Soft
Pickin' On Your Baby,0.52,0.153,-14.042,0.044,0.995,0.131,0.353,0.319,102.937,harlem renaissance,2,Chill / Soft
Everybody Loves My Baby,0.514,0.193,-13.92,0.238,0.996,0.199,0.248,0.665,180.674,harlem renaissance,2,Chill / Soft
Texas Moaner Blues - 78rpm Version,0.519,0.272,-15.573,0.0627,0.995,0.783,0.351,0.469,80.523,harlem renaissance,2,Chill / Soft
You Can't Shush Katie,0.713,0.231,-13.375,0.067,0.995,0.0,0.436,0.675,108.482,harlem renaissance,2,Chill / Soft
Papa De Da Da,0.673,0.132,-15.685,0.0771,0.995,0.108,0.26,0.587,105.5,harlem renaissance,2,Chill / Soft
Cake Walking Babies (From Home),0.634,0.435,-12.422,0.0474,0.995,0.881,0.204,0.84,121.516,harlem renaissance,2,Chill / Soft
Anybody Here Want to Try My Cabbage?,0.584,0.201,-13.271,0.0575,0.976,0.0,0.689,0.58,82.549,pre-war blues,2,Chill / Soft
Good Time Flat Blues,0.551,0.196,-14.692,0.0594,0.995,0.00325,0.384,0.534,76.598,pre-war blues,2,Chill / Soft
Changeable Daddy Of Mine,0.583,0.214,-13.687,0.0423,0.994,3.3e-05,0.446,0.647,101.916,harlem renaissance,2,Chill / Soft
Low Land Blues,0.492,0.115,-15.788,0.0898,0.98,0.0,0.037,0.465,172.971,vintage swing,2,Chill / Soft
Le Moment De M'en Aller,0.653,0.319,-13.706,0.0519,0.988,0.0,0.266,0.686,102.225,vintage chanson,2,Chill / Soft
Aime Moi Emma,0.57,0.277,-15.736,0.0648,0.962,0.0,0.318,0.801,76.632,vintage chanson,2,Chill / Soft
J'ai eu tort,0.629,0.262,-15.243,0.064,0.995,7.66e-06,0.127,0.805,130.591,vintage chanson,2,Chill / Soft
Ernestine tu t'obstines,0.83,0.416,-14.61,0.0656,0.994,0.0,0.12,0.947,122.8,vintage chanson,2,Chill / Soft
Raymonde,0.671,0.366,-13.625,0.0618,0.984,0.0,0.115,0.894,109.651,vintage chanson,2,Chill / Soft
Est Ce Que Je Te Demande,0.761,0.387,-12.719,0.0659,0.986,0.0,0.0783,0.884,106.68,vintage chanson,2,Chill / Soft
Je Suis Aimé,0.777,0.554,-11.046,0.301,0.93,0.0,0.115,0.966,143.177,vintage chanson,0,Party / Energetic
Pourquoi N'aimes Tu Pas Les Femmes Henri,0.796,0.27,-12.392,0.0823,0.894,0.0,0.267,0.771,127.239,vintage chanson,2,Chill / Soft
Les P'tits Pois,0.725,0.403,-10.652,0.382,0.964,3.07e-05,0.0607,0.881,118.157,vintage chanson,2,Chill / Soft
La Vigne Aux Moineaux,0.714,0.35,-11.93,0.309,0.967,6.31e-06,0.159,0.799,122.693,vintage chanson,2,Chill / Soft
La Biguine,0.834,0.242,-12.418,0.129,0.937,0.0,0.139,0.693,92.524,vintage chanson,2,Chill / Soft
Nous Avons Fait Un Beau Voyage,0.607,0.279,-13.411,0.174,0.975,0.0,0.219,0.849,73.673,vintage chanson,2,Chill / Soft
Ce N'est Que Votre Main Madame,0.398,0.257,-12.112,0.0761,0.988,0.00349,0.124,0.38,173.018,vintage chanson,2,Chill / Soft
La Ronde Des Heures,0.488,0.293,-10.417,0.0534,0.984,0.00221,0.381,0.392,63.592,vintage chanson,2,Chill / Soft
Guitar Rag - Remastered,0.464,0.402,-12.477,0.029,0.841,0.668,0.189,0.536,109.633,traditional blues,2,Chill / Soft
Guitar Blues - Remastered,0.352,0.404,-19.634,0.151,0.983,0.000159,0.452,0.247,79.509,traditional blues,2,Chill / Soft
Pile Blues,0.624,0.169,-10.528,0.041,0.891,6.43e-06,0.122,0.445,105.82,traditional blues,2,Chill / Soft
Bottleneck Blues,0.552,0.238,-14.1,0.0469,0.925,0.926,0.0917,0.66,102.188,traditional blues,2,Chill / Soft
Guitar Rag,0.467,0.122,-22.241,0.0366,0.954,0.902,0.132,0.411,111.256,traditional blues,2,Chill / Soft
Rien Qu'une Nuit,0.219,0.301,-14.602,0.0457,0.988,7.16e-06,0.159,0.473,77.506,vintage chanson,2,Chill / Soft
Mon Paris,0.67,0.222,-14.268,0.0682,0.994,7.85e-06,0.0725,0.881,133.096,vintage chanson,2,Chill / Soft
A Sun-Kist Cottage In California,0.396,0.28,-13.775,0.049,0.995,0.939,0.0671,0.799,211.839,vintage jazz,2,Chill / Soft
Nancy,0.666,0.329,-10.168,0.033,0.995,0.227,0.0813,0.689,109.65,vintage jazz,2,Chill / Soft
The Slave of Love,0.334,0.382,-11.737,0.0393,0.995,0.886,0.114,0.556,202.861,vintage jazz,2,Chill / Soft
Save Your Sorrow For Tomorrow,0.438,0.338,-12.718,0.0479,0.988,0.925,0.151,0.923,209.855,vintage jazz,2,Chill / Soft
Nobody Knows What a Red-Head Mama Can Do,0.585,0.362,-14.386,0.0934,0.995,0.769,0.341,0.757,183.728,vintage jazz,2,Chill / Soft
My Papa Doesn't Two-Time No Time,0.794,0.327,-14.556,0.0535,0.993,0.0294,0.112,0.686,108.723,vintage jazz,2,Chill / Soft
You'll Never Get to Heaven with Those Eyes,0.689,0.319,-12.398,0.0612,0.99,0.523,0.0421,0.801,97.806,vintage jazz,2,Chill / Soft
Biminy,0.434,0.322,-15.618,0.0497,0.995,0.883,0.128,0.745,203.564,vintage jazz,2,Chill / Soft
Toodles - My Baby's Baby Blue Eyes,0.801,0.398,-11.753,0.0459,0.995,0.895,0.0802,0.878,106.301,vintage jazz,2,Chill / Soft
Sax-o-phun - A Study In Laugh and Slap Tongue,0.671,0.492,-13.83,0.0395,0.995,0.898,0.156,0.969,109.993,vintage jazz,2,Chill / Soft
Sally Lou,0.619,0.282,-16.012,0.0412,0.994,0.451,0.0872,0.533,103.758,vintage jazz,2,Chill / Soft
Follow the Swallow,0.71,0.311,-13.292,0.0374,0.991,0.923,0.201,0.775,106.585,vintage jazz,2,Chill / Soft
Those Panama Mamas - Are Ruining me,0.753,0.316,-13.68,0.047,0.996,0.861,0.092,0.883,105.504,vintage jazz,2,Chill / Soft
Sax-o-phun,0.677,0.456,-15.781,0.041,0.996,0.797,0.157,0.965,104.675,vintage jazz,2,Chill / Soft
The Slave of Love,0.728,0.323,-12.072,0.0363,0.995,0.764,0.139,0.757,104.668,vintage jazz,2,Chill / Soft
He's the Hottest Man In Town,0.69,0.427,-13.525,0.0406,0.994,0.845,0.248,0.76,105.231,vintage jazz,2,Chill / Soft
Say Arabella - What's A Fella To Do,0.778,0.38,-12.082,0.038,0.982,0.431,0.0922,0.963,107.463,vintage jazz,2,Chill / Soft
Beale Street Blues,0.595,0.407,-11.626,0.0654,0.993,0.256,0.0874,0.921,200.905,vintage jazz,2,Chill / Soft
Why Couldn't It Be Poor Little Me,0.402,0.244,-16.48,0.0503,0.995,0.809,0.0775,0.743,210.421,vintage jazz,2,Chill / Soft
Everybody Loves My Baby - But My Baby Don't Love Nobody But Me,0.618,0.278,-14.328,0.0628,0.996,0.866,0.167,0.648,176.776,vintage jazz,2,Chill / Soft
Put Away a Little Ray of Golden Sunshine,0.426,0.223,-16.407,0.0426,0.995,0.913,0.123,0.673,208.925,vintage jazz,2,Chill / Soft
Row! Row! Rosie,0.813,0.266,-12.964,0.0515,0.977,0.205,0.0866,0.882,111.349,vintage jazz,2,Chill / Soft
A New Kind of Man,0.428,0.336,-16.26,0.0823,0.987,0.801,0.0812,0.847,204.174,vintage jazz,2,Chill / Soft
My Best Girl,0.757,0.345,-12.929,0.0389,0.994,0.931,0.0979,0.763,108.254,vintage jazz,2,Chill / Soft
A New Kind of Man - With a New Kind of Love,0.42,0.392,-12.858,0.062,0.986,0.767,0.0682,0.881,205.644,vintage jazz,2,Chill / Soft
Horses - Take 2,0.889,0.266,-13.342,0.0674,0.982,0.534,0.0885,0.871,105.866,vintage jazz,2,Chill / Soft
Sunny,0.737,0.287,-11.605,0.0326,0.987,0.282,0.0808,0.83,108.152,vintage jazz,2,Chill / Soft
Who?,0.708,0.277,-13.288,0.0356,0.987,0.278,0.102,0.653,107.67,vintage jazz,2,Chill / Soft
A Little Bit Bad,0.56,0.347,-10.262,0.128,0.987,0.304,0.0602,0.886,202.705,vintage jazz,2,Chill / Soft
Journey's End,0.725,0.289,-14.389,0.0442,0.993,0.773,0.133,0.961,111.29,vintage jazz,2,Chill / Soft
She's A Corn-Fed Indiana Girl,0.543,0.28,-12.31,0.0901,0.988,0.0762,0.156,0.777,205.106,vintage jazz,2,Chill / Soft
Always - Take 5,0.386,0.19,-15.582,0.0369,0.988,0.333,0.149,0.204,131.832,vintage jazz,2,Chill / Soft
Just A Little Thing Called Rhythm,0.791,0.25,-13.847,0.0456,0.985,0.0681,0.0817,0.841,107.301,vintage jazz,2,Chill / Soft
She Was Just A Sailor's Sweetheart,0.767,0.274,-12.206,0.041,0.981,0.000847,0.0527,0.755,112.914,vintage jazz,2,Chill / Soft
Fond Of You,0.726,0.261,-11.611,0.0409,0.984,0.442,0.0865,0.746,109.959,vintage jazz,2,Chill / Soft
"Oh, How I've Waited For You",0.637,0.177,-17.928,0.0337,0.995,0.679,0.232,0.724,109.813,vintage jazz,2,Chill / Soft
Gypsyland,0.765,0.226,-12.703,0.0412,0.988,0.0421,0.0853,0.828,103.741,vintage jazz,2,Chill / Soft
Hot Aire,0.525,0.257,-16.605,0.0403,0.993,0.89,0.404,0.875,111.441,vintage jazz,2,Chill / Soft
Horses - Take 4,0.867,0.361,-12.741,0.0484,0.972,0.789,0.0951,0.935,106.596,vintage jazz,2,Chill / Soft
Let's Make Up,0.619,0.171,-15.706,0.0331,0.987,0.468,0.0978,0.75,107.548,vintage jazz,2,Chill / Soft
Lonesome Me,0.46,0.172,-16.743,0.0743,0.992,0.379,0.141,0.714,207.834,vintage jazz,2,Chill / Soft
Drifting And Dreaming,0.263,0.184,-13.717,0.0356,0.979,0.0229,0.121,0.666,210.274,vintage jazz,2,Chill / Soft
I'm Knee Deep In Daisies,0.672,0.243,-15.026,0.0436,0.991,0.000496,0.365,0.88,107.054,vintage jazz,2,Chill / Soft
Sugar Plum,0.722,0.306,-13.047,0.0536,0.992,0.455,0.106,0.623,108.303,vintage jazz,2,Chill / Soft
Miami,0.709,0.217,-14.79,0.0374,0.993,0.583,0.155,0.864,111.983,vintage jazz,2,Chill / Soft
Too Bad,0.728,0.218,-11.744,0.053,0.983,0.625,0.0821,0.822,116.464,vintage jazz,2,Chill / Soft
Always - Take 11,0.307,0.263,-11.489,0.0365,0.984,0.477,0.102,0.199,137.677,vintage jazz,2,Chill / Soft
The Girl Friend,0.654,0.23,-13.81,0.0701,0.994,0.62,0.124,0.654,104.065,vintage jazz,2,Chill / Soft
All For You,0.625,0.138,-16.077,0.0345,0.987,0.0592,0.146,0.633,103.488,vintage jazz,2,Chill / Soft
Barrel House Blues,0.475,0.291,-8.668,0.0335,0.993,0.302,0.112,0.245,122.46,pre-war blues,2,Chill / Soft
Time Ain't Gonna Make Me Stay,0.447,0.339,-8.756,0.0291,0.99,5.17e-05,0.197,0.572,158.19,pre-war blues,2,Chill / Soft
J'aime pas ca,0.723,0.316,-16.541,0.0664,0.985,0.0,0.167,0.843,90.138,vintage chanson,2,Chill / Soft
Le trompette en bois,0.748,0.289,-16.036,0.1,0.99,0.0,0.22,0.76,65.83,vintage chanson,2,Chill / Soft
Les Artichauts,0.685,0.34,-10.789,0.336,0.795,0.0,0.0612,0.686,151.711,vintage chanson,2,Chill / Soft
La Caravane,0.66,0.391,-11.742,0.219,0.78,0.0,0.0621,0.773,143.799,vintage chanson,2,Chill / Soft
J't'emmène A La Campagne,0.728,0.5,-9.986,0.351,0.901,0.00175,0.0739,0.867,137.823,vintage chanson,0,Party / Energetic
Pouet Pouet,0.81,0.28,-12.043,0.117,0.777,1.27e-06,0.0872,0.963,136.076,vintage chanson,0,Party / Energetic
Totor T'as Tort,0.866,0.449,-10.211,0.198,0.913,0.0,0.0592,0.911,116.133,vintage chanson,0,Party / Energetic
